Marital Status,Gender, Income ,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Age Bracket,Purchased Bike
Married,Male,40000,1,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,36,31-40,Yes
Single,Male,30000,1,High School,Clerical,Yes,2,1-2 Miles,North America,51,51-60,Yes
Single,Female,80000,5,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,41-50,No
Single,Female,60000,3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,43,41-50,Yes
Single,Male,20000,3,Partial High School,Clerical,No,2,0-1 Miles,North America,50,41-50,No
Married,Female,60000,5,Bachelors,Management,Yes,3,10+ Miles,North America,59,51-60,No
Single,Male,50000,2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,37,31-40,Yes
Married,Male,50000,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,33,31-40,Yes
Married,Female,60000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,27,21-30,No
Single,Female,70000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,34,31-40,Yes
Married,Male,50000,4,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,42,41-50,No
Married,Female,60000,2,Partial College,Professional,Yes,2,2-5 Miles,North America,57,51-60,Yes
Married,Female,120000,1,High School,Professional,No,4,2-5 Miles,North America,45,41-50,No
Married,Female,100000,4,Bachelors,Management,Yes,4,0-1 Miles,North America,40,31-40,No
Married,Male,80000,1,Partial College,Skilled Manual,No,1,0-1 Miles,North America,47,41-50,Yes
Single,Male,60000,4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,41-50,Yes
Married,Female,60000,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,34,31-40,No
Married,Female,80000,3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,36,31-40,Yes
Married,Male,70000,2,Partial High School,Skilled Manual,Yes,2,10+ Miles,North America,54,51-60,No
Single,Male,70000,2,Bachelors,Management,No,1,2-5 Miles,North America,59,51-60,Yes
Single,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,21-30,No
Married,Male,90000,5,Partial College,Professional,Yes,3,0-1 Miles,North America,41,41-50,No
Married,Male,80000,3,Partial College,Professional,No,2,2-5 Miles,North America,50,41-50,Yes
Married,Male,80000,4,Bachelors,Management,Yes,0,0-1 Miles,North America,43,41-50,No
Single,Male,70000,4,Bachelors,Professional,Yes,2,2-5 Miles,North America,43,41-50,Yes
Married,Male,60000,4,Bachelors,Skilled Manual,Yes,3,5-10 Miles,North America,42,41-50,No
Single,Female,10000,2,High School,Manual,Yes,2,1-2 Miles,North America,53,51-60,Yes
Single,Female,40000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,28,21-30,Yes
Married,Female,50000,1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,North America,35,31-40,No
Single,Female,70000,2,Bachelors,Management,No,1,2-5 Miles,North America,59,51-60,Yes
Single,Female,20000,2,Partial High School,Clerical,Yes,2,1-2 Miles,North America,49,41-50,No
Married,Male,60000,2,High School,Professional,No,2,1-2 Miles,North America,48,41-50,Yes
Single,Female,80000,2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,50,41-50,No
Single,Male,30000,1,High School,Clerical,No,1,5-10 Miles,North America,52,51-60,No
Married,Male,30000,1,High School,Clerical,Yes,1,2-5 Miles,North America,52,51-60,Yes
Married,Male,50000,2,Graduate Degree,Management,Yes,2,5-10 Miles,North America,69,61-70,No
Single,Male,60000,2,High School,Professional,Yes,2,5-10 Miles,North America,51,51-60,No
Married,Male,70000,5,Partial College,Professional,Yes,2,1-2 Miles,North America,57,51-60,Yes
Single,Male,60000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,21-30,Yes
Single,Female,30000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,25,21-30,Yes
Single,Female,50000,1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,31-40,Yes
Single,Male,60000,4,Bachelors,Professional,Yes,2,2-5 Miles,North America,43,41-50,Yes
Married,Male,70000,4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,73,>70,No
Married,Male,40000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,21-30,No
Married,Male,40000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,27,21-30,Yes
Married,Female,10000,2,High School,Manual,Yes,2,1-2 Miles,North America,53,51-60,No
Single,Female,60000,0,Partial College,Professional,No,2,1-2 Miles,North America,32,31-40,Yes
Single,Male,30000,2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,50,41-50,Yes
Married,Female,40000,4,High School,Professional,Yes,2,5-10 Miles,North America,69,61-70,No
Single,Female,70000,3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,52,51-60,Yes
Married,Male,60000,0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,31,31-40,No
Single,Female,70000,4,Bachelors,Management,Yes,2,10+ Miles,North America,61,61-70,No
Married,Female,70000,2,High School,Professional,Yes,2,10+ Miles,North America,53,51-60,No
Single,Female,70000,4,Bachelors,Management,Yes,2,1-2 Miles,North America,62,61-70,Yes
Married,Male,40000,0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,30,21-30,No
Married,Female,60000,3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,43,41-50,Yes
Married,Female,60000,3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,42,41-50,Yes
Married,Male,40000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,30,21-30,No
Single,Male,110000,1,Bachelors,Management,Yes,1,5-10 Miles,North America,43,41-50,No
Married,Male,60000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,33,31-40,Yes
Married,Male,30000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,32,31-40,No
Single,Female,70000,4,High School,Professional,Yes,0,5-10 Miles,North America,50,41-50,Yes
Single,Male,110000,2,Bachelors,Management,No,3,0-1 Miles,North America,37,31-40,Yes
Married,Male,70000,3,High School,Professional,No,1,1-2 Miles,North America,52,51-60,Yes
Single,Female,80000,3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,41-50,Yes
Single,Female,40000,0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,26,21-30,No
Single,Male,170000,1,Graduate Degree,Management,No,4,0-1 Miles,North America,66,61-70,No
Married,Male,60000,2,High School,Professional,No,2,5-10 Miles,North America,51,51-60,No
Married,Female,70000,4,Bachelors,Professional,Yes,2,0-1 Miles,North America,43,41-50,Yes
Married,Female,60000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,39,31-40,No
Single,Female,70000,0,Bachelors,Professional,No,1,0-1 Miles,North America,37,31-40,Yes
Single,Female,70000,2,Partial High School,Skilled Manual,No,2,2-5 Miles,North America,54,51-60,Yes
Single,Female,60000,3,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,40,31-40,Yes
Married,Female,40000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,28,21-30,No
Married,Male,60000,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,33,31-40,No
Single,Female,80000,3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,31-40,Yes
Married,Male,70000,4,Partial College,Professional,Yes,2,10+ Miles,North America,53,51-60,No
Married,Male,120000,2,Graduate Degree,Management,Yes,3,5-10 Miles,North America,64,61-70,No
Married,Female,60000,1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,45,41-50,Yes
Single,Male,80000,2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,52,51-60,No
Married,Female,40000,5,High School,Professional,Yes,2,10+ Miles,North America,60,51-60,No
Single,Female,20000,3,Partial High School,Clerical,Yes,2,1-2 Miles,North America,50,41-50,No
Married,Female,70000,4,Partial College,Professional,No,1,1-2 Miles,North America,56,51-60,No
Single,Female,40000,0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,29,21-30,No
Single,Male,130000,0,Graduate Degree,Management,No,2,0-1 Miles,North America,38,31-40,Yes
Married,Female,40000,5,High School,Professional,No,2,2-5 Miles,North America,60,51-60,No
Single,Female,130000,2,Bachelors,Management,No,4,0-1 Miles,North America,67,61-70,No
Married,Male,60000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,32,31-40,Yes
Single,Male,50000,2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,39,31-40,Yes
Single,Male,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,31-40,Yes
Married,Female,60000,0,Partial College,Professional,Yes,2,5-10 Miles,North America,32,31-40,No
Single,Female,30000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,31,31-40,No
Single,Male,40000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,21-30,No
Married,Female,60000,1,Bachelors,Professional,Yes,1,0-1 Miles,North America,47,41-50,Yes
Married,Male,40000,0,Bachelors,Professional,No,1,0-1 Miles,North America,42,41-50,No
Single,Male,30000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,32,31-40,No
Married,Female,20000,2,High School,Manual,No,2,1-2 Miles,North America,53,51-60,Yes
Married,Male,50000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,32,31-40,Yes
Single,Male,80000,0,Bachelors,Management,No,1,0-1 Miles,North America,38,31-40,Yes
Single,Female,80000,0,Bachelors,Management,No,1,0-1 Miles,North America,38,31-40,Yes
Married,Male,60000,2,High School,Professional,Yes,2,10+ Miles,North America,55,51-60,No
Single,Male,30000,5,Partial High School,Skilled Manual,Yes,3,10+ Miles,North America,60,51-60,Yes
Single,Female,110000,3,Bachelors,Management,No,4,1-2 Miles,North America,42,41-50,No
Married,Male,60000,1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,46,41-50,No
Single,Female,70000,3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,51-60,Yes
Married,Male,50000,3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,40,31-40,No
Married,Female,30000,1,Bachelors,Skilled Manual,Yes,1,5-10 Miles,North America,53,51-60,Yes
Single,Female,70000,2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,38,31-40,Yes
Single,Male,30000,0,Partial High School,Clerical,No,2,0-1 Miles,North America,26,21-30,No
Married,Male,70000,5,Bachelors,Management,Yes,2,2-5 Miles,North America,61,61-70,No
Married,Male,50000,2,Graduate Degree,Management,Yes,2,5-10 Miles,North America,71,>70,No
Married,Male,90000,4,High School,Professional,Yes,2,1-2 Miles,North America,45,41-50,No
Married,Male,80000,2,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,31-40,Yes
Married,Female,80000,4,Graduate Degree,Management,Yes,2,0-1 Miles,North America,72,>70,Yes
Married,Male,30000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,32,31-40,No
Married,Female,60000,1,Bachelors,Professional,Yes,1,2-5 Miles,North America,48,41-50,Yes
Married,Male,80000,4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,68,61-70,No
Married,Female,20000,2,Partial High School,Clerical,Yes,2,0-1 Miles,North America,49,41-50,No
Married,Male,70000,3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,31-40,No
Married,Male,50000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,32,31-40,No
Married,Female,70000,1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,35,31-40,Yes
Married,Female,40000,2,Partial College,Clerical,Yes,1,0-1 Miles,North America,48,41-50,No
Single,Male,100000,1,Graduate Degree,Management,Yes,3,2-5 Miles,North America,73,>70,Yes
Single,Female,70000,4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,43,41-50,Yes
Married,Male,60000,1,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,31-40,No
Married,Male,70000,3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,31-40,Yes
Married,Female,50000,4,Bachelors,Management,Yes,2,1-2 Miles,North America,64,61-70,Yes
Married,Female,50000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,34,31-40,Yes
Married,Male,30000,0,Partial High School,Clerical,No,2,0-1 Miles,North America,28,21-30,No
Married,Female,70000,5,Graduate Degree,Professional,Yes,3,10+ Miles,North America,46,41-50,No
Married,Male,40000,4,High School,Skilled Manual,Yes,2,0-1 Miles,North America,44,41-50,Yes
Single,Female,60000,4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,42,41-50,Yes
Single,Male,80000,3,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,40,31-40,No
Single,Male,90000,4,Graduate Degree,Management,Yes,1,5-10 Miles,North America,73,>70,No
Single,Female,60000,2,Bachelors,Skilled Manual,No,0,0-1 Miles,North America,36,31-40,Yes
Married,Male,60000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,31-40,Yes
Married,Male,50000,4,Bachelors,Management,Yes,2,10+ Miles,North America,63,61-70,No
Married,Male,60000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,39,31-40,Yes
Married,Male,40000,4,High School,Skilled Manual,Yes,2,2-5 Miles,North America,46,41-50,No
Married,Female,80000,5,Bachelors,Management,Yes,2,5-10 Miles,North America,64,61-70,No
Married,Female,40000,3,Partial College,Clerical,Yes,1,1-2 Miles,North America,32,31-40,No
Single,Male,60000,2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,36,31-40,Yes
Single,Male,80000,5,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,41-50,No
Married,Male,60000,3,Graduate Degree,Management,Yes,2,10+ Miles,North America,64,61-70,No
Single,Male,70000,3,Graduate Degree,Professional,No,0,0-1 Miles,North America,35,31-40,Yes
Single,Male,110000,3,Bachelors,Management,Yes,4,2-5 Miles,North America,40,31-40,Yes
Married,Female,70000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,34,31-40,Yes
Married,Female,40000,4,High School,Professional,Yes,2,10+ Miles,North America,61,61-70,No
Married,Male,30000,2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,51,51-60,No
Single,Female,70000,3,Partial College,Professional,Yes,1,5-10 Miles,North America,49,41-50,Yes
Married,Female,40000,3,Partial College,Professional,No,2,1-2 Miles,North America,54,51-60,Yes
Single,Male,70000,3,Graduate Degree,Management,No,2,1-2 Miles,North America,53,51-60,Yes
Single,Male,90000,2,Partial College,Professional,Yes,1,2-5 Miles,North America,48,41-50,Yes
Single,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,31-40,Yes
Single,Female,40000,2,High School,Professional,Yes,2,10+ Miles,North America,57,51-60,No
Married,Female,70000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,39,31-40,No
Married,Male,60000,2,High School,Professional,Yes,2,5-10 Miles,North America,48,41-50,No
Married,Male,60000,2,High School,Professional,Yes,2,5-10 Miles,North America,50,41-50,No
Married,Male,70000,5,Graduate Degree,Professional,No,3,10+ Miles,North America,47,41-50,No
Single,Female,40000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,27,21-30,Yes
Married,Male,60000,2,Bachelors,Management,Yes,0,2-5 Miles,North America,59,51-60,No
Married,Female,60000,4,Bachelors,Management,Yes,2,2-5 Miles,North America,60,51-60,No
Married,Male,70000,4,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,36,31-40,Yes
Married,Female,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,21-30,No
Single,Male,80000,2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,50,41-50,No
Single,Female,60000,1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,35,31-40,No
Married,Female,60000,1,Graduate Degree,Skilled Manual,Yes,0,2-5 Miles,North America,34,31-40,Yes
Married,Female,40000,3,Partial College,Professional,Yes,2,5-10 Miles,North America,54,51-60,No
Married,Female,50000,1,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,34,31-40,Yes
Single,Male,50000,2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,38,31-40,Yes
Married,Female,90000,5,Bachelors,Management,Yes,2,1-2 Miles,North America,63,61-70,Yes
Single,Female,90000,4,High School,Professional,No,3,1-2 Miles,North America,45,41-50,Yes
Single,Female,60000,0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,40,31-40,No
Married,Male,70000,2,Partial High School,Skilled Manual,Yes,2,10+ Miles,North America,53,51-60,No
Single,Female,70000,1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,31-40,No
Married,Female,70000,4,Bachelors,Management,No,1,1-2 Miles,North America,59,51-60,No
Single,Female,40000,3,Partial College,Clerical,Yes,1,1-2 Miles,North America,30,21-30,Yes
Married,Male,60000,1,Bachelors,Professional,Yes,1,0-1 Miles,North America,48,41-50,Yes
Married,Female,40000,4,High School,Skilled Manual,Yes,2,2-5 Miles,North America,43,41-50,No
Married,Female,70000,4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,31-40,Yes
Married,Female,60000,0,Partial College,Professional,Yes,2,5-10 Miles,North America,30,21-30,No
Married,Male,90000,5,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,47,41-50,Yes
Married,Male,60000,1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,45,41-50,Yes
Married,Female,120000,2,Bachelors,Management,Yes,3,5-10 Miles,North America,62,61-70,No
Married,Male,60000,2,Partial College,Professional,Yes,2,10+ Miles,North America,55,51-60,No
Married,Female,90000,5,Bachelors,Management,Yes,2,1-2 Miles,North America,66,61-70,Yes
Single,Male,70000,4,Partial College,Professional,Yes,1,10+ Miles,North America,56,51-60,No
Single,Female,50000,3,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,40,31-40,No
Married,Female,50000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,31-40,Yes
Married,Male,80000,3,Bachelors,Management,Yes,1,1-2 Miles,North America,56,51-60,No
Single,Male,30000,0,Partial High School,Clerical,No,2,5-10 Miles,North America,27,21-30,No
Married,Male,60000,0,Graduate Degree,Professional,No,0,0-1 Miles,North America,39,31-40,No
Married,Female,60000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,31,31-40,No
Single,Female,60000,2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,51,51-60,No
Married,Female,30000,1,High School,Clerical,Yes,1,5-10 Miles,North America,52,51-60,No
Married,Male,70000,3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,51-60,Yes
Married,Female,60000,3,Bachelors,Management,Yes,2,10+ Miles,North America,66,61-70,No
Single,Female,80000,4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,65,61-70,No
Married,Male,80000,5,Partial College,Professional,Yes,3,5-10 Miles,North America,45,41-50,No
Single,Male,40000,0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,31,31-40,No
Single,Female,80000,3,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,40,31-40,Yes
Married,Male,110000,5,Partial College,Professional,Yes,4,2-5 Miles,North America,46,41-50,No
Single,Male,40000,2,Partial College,Clerical,No,1,1-2 Miles,North America,47,41-50,Yes
Married,Male,130000,2,Graduate Degree,Management,Yes,2,0-1 Miles,North America,41,41-50,No
Single,Female,50000,4,Bachelors,Skilled Manual,Yes,2,0-1 Miles,North America,42,41-50,No
Single,Female,60000,3,Graduate Degree,Management,Yes,2,10+ Miles,North America,66,61-70,No
Married,Male,70000,5,Bachelors,Management,Yes,2,10+ Miles,North America,63,61-70,No
Married,Male,60000,4,Bachelors,Skilled Manual,No,3,10+ Miles,North America,42,41-50,No
Single,Female,30000,0,High School,Skilled Manual,No,2,5-10 Miles,North America,26,21-30,No
Married,Male,90000,2,Partial College,Professional,No,0,5-10 Miles,North America,49,41-50,Yes
Single,Male,150000,1,Partial College,Professional,No,3,0-1 Miles,North America,44,41-50,Yes
Married,Male,80000,5,Partial College,Professional,Yes,3,1-2 Miles,North America,46,41-50,No
Married,Male,60000,2,High School,Professional,Yes,2,2-5 Miles,North America,54,51-60,Yes
Single,Male,70000,4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,31-40,Yes
Single,Male,100000,3,Bachelors,Management,No,3,1-2 Miles,North America,38,31-40,No
Single,Male,60000,3,High School,Professional,Yes,2,10+ Miles,North America,53,51-60,Yes
